Record_ID,Year,Month,Month_Name,Quarter,Branch_Zone,State,Segment,KPI_Name,Budget_INR_Lakhs,Actual_INR_Lakhs,Variance_INR_Lakhs,Variance_Pct,Target_Achieved,RM_Responsible,Last_Updated
BA01003,2015,7,July,Q3,West Zone,kerala,PRIORITY BANKING,  Cross Sell Revenue,3619.82,3338.4,-281.42,-7.77%,No,Mohan Das,22-02-2022
BA01004,2023,3,March,Q1,Central Zone,karnataka,Corporate Banking,Total Disbursement,Rs.3482.48,2610.21,-872.27,-25.05%,No,MEENA IYER,02-03-2023
BA01005,2024,1,January,Q1,East Zone,tamil nadu,Retail Banking,Fee Income,1792.86,1449.78,-343.08,-19.14%,No,arun mehta,03-10-2025
BA01006,2012,3,March,Q1,South Zone,Punjab,  Corporate Banking,Total Deposits,136.44,132.37,-4.07,-2.98%,No,Anita Bose,24-03-2012
BA01007,2024,1,Jan,Q1,North Zone,Andhra Pradesh,Priority Banking,Cross Sell Revenue,1547.61,1360.38,-187.23,-12.1,No,lalita devi,24-01-2024
BA01008,2015,5,May,Q2,west zone,West Bengal,retail banking,New Customer Acquisition,4773.89,4968.03,194.14,4.07,Yes,Kavitha Subramanian,16-Aug-17
BA01009,2011,12,December,Q4,North Zone,Odisha,SME Banking,Net Interest Income,1684.44,1950.6,266.16,15.80%,Yes,Amit Patel,25-Mar-22
BA01010,2024,8,August,Q3,Central Zone,MADHYA PRADESH,NRI Banking,Total Disbursement,3389.04,,948.83,28.00%,Yes,Vijay Kumar,29-09-2024
BA01011,2021,7,7,Q3,South Zone,West Bengal,CORPORATE BANKING,NEW CUSTOMER ACQUISITION,2575.41,3219.24,643.83,25.00%,Yes,Vijay Kumar,03-03-2025
BA01012,2023,4,APRIL,Q2,South Zone,Madhya Pradesh,SME Banking,Profit Before Tax,2326.65,2977.34,650.69,27.97%,Yes,Sunita Rao,24-04-2023
BA01013,2024,2,February,Q1,South Zone,  Uttar Pradesh,sme banking,Operating Expense,2929.96,,315.41,10.76%,Yes,Lalita Devi,17-Nov-24
BA01014,2016,10,October,Q4,North Zone,Tamil Nadu,Priority Banking,net interest income,326.91,Rs.236.29,-90.62,-27.72%,No,Deepa Krishnan,24-10-2016
BA01015,2020,12,12,Q4,South Zone,odisha,Priority Banking,Net Interest Income,1612.53,1824.73,212.2,13.16,Yes,Rajesh Sharma,24-12-2020
BA01016,2013,2,February,Q1,NORTH ZONE,Delhi,SME Banking,Net Interest Income,2455.77,3075.34,,25.23%,Yes,Lalita Devi,24-02-2013
BA01017,2025,3,March,Q1,East Zone,Haryana,Corporate Banking,FEE INCOME,3820.72,4683.94,863.22,22.59%,Yes,Nitin Joshi,12-08-2025
BA01018,2011,10,October,Q4,north zone,Tamil Nadu,SME BANKING,Profit Before Tax,218.36,187.36,-31,-14.20%,No,NITIN JOSHI,24-10-2011
BA01019,2023,7,July,Q3,West Zone,Delhi,corporate banking,recovery amount,3509.02,3862.25,353.23,10.07%,Yes,Arun Mehta,25-Dec-24
BA01020,2015,4,April,Q2,CENTRAL ZONE,West Bengal,Retail Banking,New Customer Acquisition,3369.46,3019.85,-349.61,-10.38%,No,Deepa Krishnan,29-05-2019
BA01021,2016,11,NOVEMBER,Q4,West Zone,West Bengal,Corporate Banking,Total Disbursement,3265.86,3473.74,207.88,6.37%,Y,Rajesh Sharma,11-08-2018
BA01022,2011,4,April,Q2,CENTRAL ZONE,  Karnataka,Priority Banking,Total Deposits,2933.68,2102.09,-831.59,-28.35%,No,Lalita Devi,24-04-2011
BA01023,2012,8,August,Q3,West Zone,  Andhra Pradesh,sme banking,  Fee Income,4262.42,5324.89,1062.47,24.93%,Yes,LALITA DEVI,07-12-2015
BA01024,2024,12,Dec,Q4,North Zone,Andhra Pradesh,sme banking,Fee Income,95.9,107.03,11.13,11.60%,Yes,Mohan Das,24-12-2024
BA01025,2021,2,Feb,Q1,South Zone,Karnataka,Priority Banking,Profit Before Tax,3771.66,3491.96,-279.7,-7.42%,No,Deepa Krishnan,06-Sep-24
BA01026,2016,5,May,Q2,West Zone,TAMIL NADU,NRI Banking,New Customer Acquisition,2553.6,3097.25,543.65,21.29%,Yes,Sunita Rao,24-05-2016
BA01027,2014,1,January,Q1,East Zone,ODISHA,  Retail Banking,Profit Before Tax,1401.48,1624.31,222.83,15.90%,Yes,Rajesh Sharma,22-06-2015
BA01028,2020,3,March,Q1,West Zone,haryana,  Corporate Banking,Cross Sell Revenue,351.11,Rs.398.14,47.03,13.40%,Yes,Arun Mehta,24-03-2020
BA01029,2016,8,AUGUST,Q3,West Zone,Andhra Pradesh,retail banking,RECOVERY AMOUNT,1541.28,1460.62,Rs.-80.66,-5.23%,No,Lalita Devi,02-Nov-18
BA01030,2011,7,JULY,Q3,Central Zone,Andhra Pradesh,SME Banking,profit before tax,109.68,128.97,19.29,17.58%,Yes,Mohan Das,04-06-2011
BA01031,2025,5,May,Q2,South Zone,gujarat,Retail Banking,Profit Before Tax,2873.07,,277.2,9.65,Yes,Kavitha Subramanian,23-04-2025
BA01032,2020,6,June,Q2,East Zone,Maharashtra,Corporate Banking,Recovery Amount,4770.86,3468.74,-1302.12,-27.29%,No,Deepa Krishnan,18-07-2024
BA01033,2018,8,8,Q3,West Zone,Odisha,SME Banking,total deposits,Rs.581.3,413.34,-167.96,-28.89%,No,Priya Nair,27-11-2024
BA01034,2018,1,January,Q1,  South Zone,Odisha,SME Banking,New Customer Acquisition,80.08,62.1,-17.98,-22.45%,No,Rajesh Sharma,10-10-2025
BA01035,2024,9,September,Q3,South Zone,Haryana,NRI Banking,new customer acquisition,2996.94,3678.23,681.29,22.73%,Yes,Vijay Kumar,24-09-2024
BA01036,2016,3,March,Q1,West Zone,Maharashtra,NRI Banking,Operating Expense,3810.63,2669.32,-1141.31,-29.95%,No,  Amit Patel,21-12-2017
BA01037,2017,12,December,Q4,  East Zone,Telangana,NRI BANKING,Fee Income,4461.26,3730.37,-730.89,-16.38%,No,Amit Patel,24-12-2017
BA01038,2023,10,October,Q4,North Zone,Tamil Nadu,SME Banking,profit before tax,861.2,1063.08,201.88,23.44,Yes,Kavitha Subramanian,03-Jul-24
BA01039,2017,2,February,Q1,East Zone,Haryana,NRI Banking,Profit Before Tax,3535.03,2817.32,-717.71,-20.30%,No,Anita Bose,25-10-2022
BA01040,2017,12,December,Q4,south zone,West Bengal,NRI Banking,New Customer Acquisition,3890.64,4966.34,1075.7,27.65%,Yes,Ramesh Yadav,16-May-23
BA01041,2019,5,May,Q2,West Zone,Gujarat,Retail Banking,Total Deposits,4433.47,4200.2,-233.27,-5.26%,No,Nitin Joshi,22-06-2023
BA01042,2010,10,October,Q4,  South Zone,Haryana,NRI Banking,Cross Sell Revenue,480.96,365.22,-115.74,-24.06%,No,Vijay Kumar,16-09-2024
BA01043,2016,11,November,Q4,West Zone,Haryana,Priority Banking,Total Disbursement,4538.35,3616.23,-922.12,-20.32,No,Mohan Das,24-11-2016
BA01044,2025,11,November,Q4,South Zone,Kerala,  Retail Banking,New Customer Acquisition,2456.36,1782.44,-673.92,-27.44%,No,Arun Mehta,11-05-2025
BA01045,2018,6,June,Q2,West Zone,Telangana,NRI Banking,  Net Interest Income,3882.78,4894.73,1011.95,26.06%,Yes,Nitin Joshi,07-03-2020
BA01046,2015,1,January,Q1,South Zone,Gujarat,sme banking,Operating Expense,Rs.797.43,590.12,-207.31,-26,No,Kavitha Subramanian,14-May-21
BA01047,2018,4,April,Q2,North Zone,GUJARAT,NRI Banking,  Profit Before Tax,928.36,991.87,63.51,6.84%,Yes,Sanjay Gupta,24-04-2018
BA01048,2020,11,November,Q4,East Zone,West Bengal,NRI Banking,CROSS SELL REVENUE,4515,3821.58,-693.42,-15.36%,No,Kavitha Subramanian,03-10-2025
BA01049,2020,12,Dec,Q4,South Zone,Andhra Pradesh,SME Banking,cross sell revenue,4676.93,5862.4,1185.47,25.35%,Yes,Priya Nair,21-01-2014
BA01050,2023,5,May,Q2,Central Zone,Rajasthan,SME Banking,Fee Income,4822.99,3981.17,-841.82,-17.45,No,Nitin Joshi,28-02-2023
BA01051,2025,12,Dec,Q4,East Zone,Kerala,Corporate Banking,New Customer Acquisition,56.99,40.92,-16.07,-28.19%,No,Priya Nair,07-Jan-25
BA01052,2017,7,July,Q3,Central Zone,Telangana,sme banking,Profit Before Tax,3974.84,4365.28,390.44,9.82%,Yes,RAJESH SHARMA,10-01-2019
BA01053,2011,8,August,Q3,East Zone,Gujarat,NRI BANKING,Total Disbursement,1281.77,1248.31,-33.46,-2.61%,No,arun mehta,08-07-2018
BA01054,2012,10,October,Q4,East Zone,Gujarat,Corporate Banking,Total Disbursement,1409.74,1549.35,139.61,9.90%,Yes,Vijay Kumar,24-10-2012
BA01055,2010,2,February,Q1,South Zone,gujarat,Priority Banking,Total Deposits,456,464.93,,1.96%,Yes,Amit Patel,24-02-2010
BA01056,2021,2,2,Q1,SOUTH ZONE,Kerala,Priority Banking,net interest income,4664.67,4868.65,203.98,4.37%,Yes,Arun Mehta,19-06-2023
BA01057,2010,10,October,Q4,East Zone,Delhi,Corporate Banking,TOTAL DEPOSITS,4843.23,4753.51,-89.72,-1.85%,No,Nitin Joshi,24-10-2010
BA01058,2015,11,November,Q4,  Central Zone,maharashtra,CORPORATE BANKING,NPA Amount,2139.38,2658.85,519.47,24.28%,Yes,Rajesh Sharma,21-02-2023
BA01059,2014,1,January,Q1,EAST ZONE,Telangana,Retail Banking,Net Interest Income,3312.31,3550.31,238,7.19%,Yes,Mohan Das,18-04-2015
BA01060,2023,3,March,Q1,EAST ZONE,Rajasthan,SME Banking,NPA AMOUNT,Rs.4233.6,3483.39,-750.21,-17.72%,No,kavitha subramanian,26-04-2025
BA01061,2024,3,3,Q1,WEST ZONE,Delhi,Corporate Banking,Operating Expense,1293.07,1576.19,283.12,21.89%,N,Arun Mehta,18-10-2024
BA01062,2024,9,September,Q3,South Zone,Tamil Nadu,SME Banking,Operating Expense,1302.78,1085.65,-453.87,-29.48%,No,Amit Patel,05-01-2024
BA01063,2021,12,December,Q4,East Zone,  Uttar Pradesh,SME BANKING,recovery amount,4874.15,,,-2.29%,No,Lalita Devi,11-06-2024
BA01064,2012,4,April,Q2,West Zone,Haryana,NRI Banking,Profit Before Tax,3213.58,3991.74,778.16,24.21%,Yes,Kavitha Subramanian,24-04-2012
BA01065,2023,6,June,Q2,South Zone,Madhya Pradesh,Corporate Banking,New Customer Acquisition,4558.87,3863.54,-695.33,-15.25%,No,Ramesh Yadav,24-06-2023
BA01066,2010,8,Aug,Q3,West Zone,Punjab,NRI Banking,  Fee Income,563.07,594.88,Rs.31.81,5.65%,Yes,  Amit Patel,24-08-2010
BA01067,2018,7,July,Q3,South Zone,RAJASTHAN,Corporate Banking,Total Deposits,2632.008,2193.34,156.46,7.68,Yes,Amit Patel,16-08-2018
BA01068,2018,10,10,Q4,South Zone,Haryana,Corporate Banking,NPA Amount,495.78,635.97,140.19,28.28%,Yes,Vijay Kumar,12-02-2023
BA01069,2011,2,Feb,Q1,North Zone,  Andhra Pradesh,  NRI Banking,NET INTEREST INCOME,3806.46,3985.78,179.32,4.71%,Yes,  Amit Patel,09-01-2015
BA01070,2020,4,Apr,Q2,South Zone,delhi,SME Banking,Operating Expense,1656.93,1393.05,-263.88,-15.93%,No,Meena Iyer,23-03-2017
BA01071,2012,7,July,Q3,east zone,Karnataka,SME Banking,New Customer Acquisition,Rs.151.88,179.55,27.67,18.22%,Yes,Arun Mehta,12-07-2014
BA01072,2020,8,August,Q3,West Zone,Haryana,NRI BANKING,CROSS SELL REVENUE,4883.67,6029.82,1146.15,23.47%,Yes,  Ramesh Yadav,24-08-2020
BA01073,2012,10,October,Q4,Central Zone,  Punjab,Priority Banking,net interest income,4765.39,3471.68,-1293.71,-27.15%,No,Deepa Krishnan,12-May-15
BA01074,2025,9,Sep,Q3,West Zone,Rajasthan,Corporate Banking,recovery amount,4938.47,3725.46,-1213.01,-24.56%,No,Anita Bose,02-08-2025
BA01075,2024,12,December,Q4,West Zone,Gujarat,Retail Banking,Cross Sell Revenue,4183.08,4578.01,394.93,9.44%,Yes,Deepa Krishnan,24-12-2024
BA01076,2024,9,September,Q3,East Zone,Tamil Nadu,Corporate Banking,profit before tax,1357.15,,264.83,19.51%,Yes,Lalita Devi,16-Aug-24
BA01077,2019,1,January,Q1,East Zone,Rajasthan,SME Banking,Recovery Amount,2431.68,2509.36,Rs.77.68,3.19%,Yes,  Rajesh Sharma,20-07-2023
BA01078,2018,12,DECEMBER,Q4,West Zone,Kerala,nri banking,Profit Before Tax,3136.45,3111.48,-24.97,-0.80%,No,Ramesh Yadav,27-01-2025
BA01079,2023,11,Nov,Q4,East Zone,PUNJAB,SME BANKING,Total Disbursement,755.35,645.68,Rs.-109.67,-14.52%,No,Sunita Rao,24-11-2023
BA01080,2012,6,June,Q2,  East Zone,Delhi,RETAIL BANKING,Total Deposits,1552.01,2011.53,459.52,29.61%,Yes,Lalita Devi,28-07-2019
BA01081,2020,11,November,Q4,west zone,Andhra Pradesh,Corporate Banking,Cross Sell Revenue,Rs.3588.75,2682.98,-905.77,-25.24%,No,SANJAY GUPTA,24-11-2020
BA01082,2024,12,December,Q4,East Zone,Andhra Pradesh,retail banking,CROSS SELL REVENUE,3264.86,,235.8,7.22%,No ,Amit Patel,24-12-2024
BA01083,2013,7,July,Q3,Central Zone,Andhra Pradesh,Priority Banking,Profit Before Tax,2272.59,1720,-552.59,-24.32%,No,Vijay Kumar,19-09-2021
BA01084,2025,9,9,Q3,North Zone,Maharashtra,CORPORATE BANKING,Recovery Amount,4262.47,4775.76,513.29,12.04%,Yes,Arun Mehta,24-09-2025
BA01085,2020,8,Aug,Q3,West Zone,Rajasthan,Retail Banking,Operating Expense,2465.2,2189.21,-275.99,-11.20%,No,Mohan Das,17-05-2022
BA01086,2025,7,JULY,Q3,East Zone,Delhi,SME Banking,Net Interest Income,1729.668,1441.39,-165.38,-10.29%,No,Anita Bose,24-07-2025
BA01087,2020,1,1,Q1,South Zone,uttar pradesh,SME Banking,OPERATING EXPENSE,784.59,631.5,-153.09,-19.51%,No,KAVITHA SUBRAMANIAN,24-01-2020
BA01088,2021,2,February,Q1,east zone,West Bengal,Retail Banking,NPA Amount,4754.13,5574.13,820,17.25%,Yes,mohan das,12-11-2021
BA01089,2010,2,Feb,Q1,East Zone,Kerala,NRI Banking,Operating Expense,483.77,446.82,-36.95,-7.64%,No,Rajesh Sharma,12-10-2023
BA01090,2023,8,August,Q3,CENTRAL ZONE,Kerala,NRI Banking,fee income,2692.96,3368.47,675.51,25.08%,Yes,  Nitin Joshi,24-08-2023
BA01091,2020,7,July,Q3,central zone,Punjab,SME Banking,Operating Expense,1757.72,1721.19,-36.53,-2.08%,YES,Meena Iyer,24-07-2020
BA01092,2025,3,March,Q1,North Zone,Haryana,corporate banking,Fee Income,1946.59,2011.72,Rs.65.13,3.35%,Yes,Deepa Krishnan,24-03-2025
BA01093,2016,2,February,Q1,East Zone,Tamil Nadu,Corporate Banking,NPA Amount,3336.34,,455.48,13.65%,YES,Sunita Rao,17-06-2021
BA01094,2025,2,February,Q1,West Zone,Haryana,NRI Banking,Total Deposits,1373.18,1782.88,409.7,29.84%,Yes,Vijay Kumar,24-02-2025
BA01095,2010,4,April,Q2,Central Zone,Punjab,Corporate Banking,Cross Sell Revenue,3844.57,3670.59,-173.98,-4.53%,YES,  Amit Patel,16-Oct-24
BA01096,2020,12,Dec,Q4,North Zone,Madhya Pradesh,Retail Banking,Total Disbursement,719.01,812.05,93.04,12.94%,Yes,Sunita Rao,09-09-2023
BA01097,2011,11,Nov,Q4,West Zone,Rajasthan,NRI BANKING,Total Disbursement,4997.2,6168.23,1171.03,23.43%,Yes,Rajesh Sharma,14-06-2015
BA01098,2010,2,February,Q1,Central Zone,Andhra Pradesh,Retail Banking,Total Deposits,2944.37,3514.48,Rs.570.11,19.36%,Yes,Sunita Rao,24-02-2010
BA01099,2023,11,Nov,Q4,North Zone,Andhra Pradesh,Priority Banking,NPA AMOUNT,1913.24,1442.13,-471.11,-24.62%,No,Mohan Das,24-11-2023
BA01100,2016,9,September,Q3,Central Zone,  Punjab,Corporate Banking,Cross Sell Revenue,907.36,661.34,-246.02,-27.11%,No,Amit Patel,11-03-2022
BA01101,2016,6,June,Q2,North Zone,Odisha,NRI Banking,Total Deposits,3315.25,3685.93,370.68,11.18%,Yes,Vijay Kumar,06-May-16
BA01102,2019,3,March,Q1,SOUTH ZONE,PUNJAB,RETAIL BANKING,New Customer Acquisition,4803.18,4002.65,7.13,0.18%,Yes,Mohan Das,06-09-2019
BA01103,2018,3,March,Q1,Central Zone,Rajasthan,Retail Banking,Total Disbursement,2258.66,1885.27,-373.39,-16.53%,No,  Amit Patel,05-03-2023
BA01104,2010,10,October,Q4,East Zone,kerala,Retail Banking,Total Disbursement,1507.16,1188.62,-318.54,-21.14%,No,Arun Mehta,25-06-2011
BA01105,2020,8,August,Q3,CENTRAL ZONE,Uttar Pradesh,priority banking,New Customer Acquisition,3194.64,2865.44,-329.2,-10.3,No,  Amit Patel,06-07-2024
BA01106,2019,4,April,Q2,South Zone,Haryana,Corporate Banking,Total Disbursement,3484.91,4127.92,643.01,18.45%,Yes,Arun Mehta,13-10-2025
BA01107,2021,9,September,Q3,South Zone,Andhra Pradesh,SME Banking,New Customer Acquisition,4909.52,3781.08,-1128.44,-22.98%,No,Lalita Devi,07-05-2022
BA01108,2013,8,August,Q3,NORTH ZONE,Punjab,Corporate Banking,Fee Income,2756.88,1973.6,,-28.41%,No,ARUN MEHTA,10-10-2023
BA01109,2011,5,May,Q2,North Zone,Andhra Pradesh,NRI Banking,Total Deposits,2503.37,2835.57,332.2,13.27,Yes,vijay kumar,20-05-2013
BA01110,2010,5,May,Q2,West Zone,Odisha,RETAIL BANKING,Net Interest Income,831.61,673.03,-158.58,-19.07%,No,Rajesh Sharma,24-05-2010
BA01111,2023,7,JULY,Q3,WEST ZONE,Punjab,corporate banking,Total Disbursement,2052.24,1546.8,-505.44,-24.63%,No,Lalita Devi,06-05-2024
BA01112,2012,11,November,Q4,North Zone,Delhi,Priority Banking,Profit Before Tax,2937.85,2684.03,-253.82,-8.64%,No,Deepa Krishnan,24-11-2012
BA01113,2020,9,September,Q3,West Zone,DELHI,  NRI Banking,New Customer Acquisition,4996.86,4267.93,-728.93,-14.59%,No,Kavitha Subramanian,24-09-2020
BA01114,2015,7,7,Q3,South Zone,Punjab,  Corporate Banking,operating expense,2898.55,2575.65,-322.9,-11.14%,No,Kavitha Subramanian,24-07-2015
BA01115,2010,12,December,Q4,  Central Zone,Odisha,Retail Banking,Recovery Amount,Rs.2161.03,2790.85,629.82,29.14%,Yes,Deepa Krishnan,13-07-2017
BA01116,2012,12,December,Q4,Central Zone,Maharashtra,Corporate Banking,Operating Expense,4515.03,5453.71,938.68,20.79%,Yes,lalita devi,01-09-2014
BA01117,2017,5,5,Q2,Central Zone,  Uttar Pradesh,  Priority Banking,Cross Sell Revenue,362.13,357.88,-4.25,-1.17%,No,Sanjay Gupta,25-10-2022
BA01118,2015,8,AUGUST,Q3,Central Zone,Maharashtra,Corporate Banking,NPA AMOUNT,153.77,142.68,-11.09,-7.21%,No,Priya Nair,16-01-2022
BA01119,2021,5,May,Q2,South Zone,Kerala,NRI Banking,  Fee Income,2777.32,2177.87,-599.45,-21.58%,No,Rajesh Sharma,04-11-2023
BA01120,2015,7,July,Q3,Central Zone,Haryana,NRI Banking,TOTAL DISBURSEMENT,Rs.2866.91,2504.33,-362.58,-12.65%,No,Vijay Kumar,11-12-2024
BA01121,2024,10,October,Q4,East Zone,Andhra Pradesh,SME Banking,Operating Expense,3108.69,2963.66,Rs.-145.03,-4.67%,No,Sanjay Gupta,31-Mar-25
BA01122,2011,1,January,Q1,East Zone,Telangana,  Priority Banking,NPA AMOUNT,4705.47,5173.24,467.77,9.94%,Yes,Sanjay Gupta,09-12-2021
BA01123,2018,5,May,Q2,West Zone,West Bengal,CORPORATE BANKING,New Customer Acquisition,3533.47,2656.19,-877.28,-24.83%,No,Sunita Rao,22-01-2020
BA01124,2020,4,April,Q2,north zone,Haryana,NRI Banking,Total Disbursement,2183.59,2315.44,131.85,6.04%,Yes,Rajesh Sharma,05-09-2023
BA01125,2025,5,May,Q2,East Zone,kerala,CORPORATE BANKING,operating expense,1267.09,1146.93,,-9.48%,No,Arun Mehta,24-05-2025
BA01126,2023,5,5,Q2,  East Zone,Maharashtra,Corporate Banking,Operating Expense,2484.11,2172.28,-311.83,-12.55%,No,Kavitha Subramanian,24-05-2023
BA01127,2021,11,November,Q4,East Zone,UTTAR PRADESH,  SME Banking,Cross Sell Revenue,4057.39,4317.18,259.79,6.40%,Yes,Kavitha Subramanian,24-11-2021
BA01128,2020,4,Apr,Q2,Central Zone,Kerala,Retail Banking,NPA Amount,424.97,543.61,118.64,27.92%,Yes,Ramesh Yadav,12-09-2020
BA01129,2016,2,February,Q1,West Zone,madhya pradesh,SME BANKING,net interest income,408.08,364.28,Rs.-43.8,-10.73%,No,  Amit Patel,24-02-2016
BA01130,2013,5,May,Q2,North Zone,Delhi,Corporate Banking,PROFIT BEFORE TAX,169.52,217.66,48.14,28.40%,Yes,Deepa Krishnan,06-Jul-18
BA01131,2023,9,September,Q3,South Zone,Delhi,Corporate Banking,Recovery Amount,408,468.43,60.43,14.81%,Yes,Sanjay Gupta,15-Nov-25
BA01132,2025,4,April,Q2,North Zone,Haryana,Priority Banking,Net Interest Income,2655.9,3162.02,506.12,19.06%,YES ,Nitin Joshi,03-02-2025
BA01133,2011,2,FEBRUARY,Q1,Central Zone,West Bengal,NRI Banking,RECOVERY AMOUNT,3748.67,3383.98,-364.69,-9.73%,No,Priya Nair,19-05-2014
BA01134,2023,8,August,Q3,North Zone,Rajasthan,Priority Banking,Total Deposits,1370.81,1516.58,145.77,10.63%,Yes,Rajesh Sharma,07-06-2024
BA01135,2010,8,Aug,Q3,SOUTH ZONE,Karnataka,Priority Banking,NPA Amount,3739.51,3886.13,146.62,3.92%,Yes,Vijay Kumar,03-09-2016
BA01136,2010,1,January,Q1,Central Zone,Maharashtra,Corporate Banking,Profit Before Tax,86.51,108.31,Rs.21.8,25.20%,YES,Ramesh Yadav,24-01-2010
BA01137,2019,12,December,Q4,West Zone,Rajasthan,nri banking,Fee Income,748.42,634.72,-113.7,-15.19%,No,Kavitha Subramanian,24-12-2019
BA01138,2020,8,August,Q3,  North Zone,Kerala,  Corporate Banking,Cross Sell Revenue,355.65,302.91,-52.74,-14.83%,No,  Sanjay Gupta,24-09-2020
BA01139,2018,1,January,Q1,North Zone,Maharashtra,Retail Banking,OPERATING EXPENSE,3342.4,3953.78,611.38,18.29%,Yes,Amit Patel,15-05-2022
BA01140,2016,12,December,Q4,South Zone,Maharashtra,NRI BANKING,Fee Income,3287.93,3492.01,204.08,6.21%,Yes,Deepa Krishnan,02-Dec-23
BA01141,2014,10,October,Q4,North Zone,Haryana,  Retail Banking,Net Interest Income,245.86,204.46,-41.4,-16.84%,No,Vijay Kumar,07-05-2024
BA01142,2020,3,March,Q1,East Zone,Uttar Pradesh,SME Banking,Total Disbursement,3405.87,3208.36,-197.51,-5.80%,No,  Amit Patel,24-03-2020
BA01143,2012,11,November,Q4,EAST ZONE,Uttar Pradesh,Corporate Banking,Recovery Amount,3772.11,3492.41,,-7.42%,YES ,Sunita Rao,24-11-2012
BA01144,2022,4,April,Q2,  North Zone,Delhi,Priority Banking,Fee Income,4598.41,4919.43,321.02,6.98%,Yes,Rajesh Sharma,24-04-2022
BA01145,2016,8,August,Q3,West Zone,Maharashtra,  Corporate Banking,Net Interest Income,3992.14,4779.88,787.74,19.73%,Yes,Nitin Joshi,05-05-2016
BA01146,2024,4,April,Q2,West Zone,Telangana,corporate banking,Total Disbursement,4775.95,3698.92,-1077.03,-22.55%,No,Lalita Devi,25-08-2025
BA01147,2012,11,November,Q4,north zone,Rajasthan,Priority Banking,Cross Sell Revenue,4073.74,4948.82,Rs.875.08,21.48%,Yes,Anita Bose,30-05-2024
BA01148,2024,9,September,Q3,South Zone,Gujarat,RETAIL BANKING,profit before tax,713.97,Rs.523.75,-190.22,-26.64%,No,Deepa Krishnan,15-Jul-24
BA01149,2012,3,March,Q1,West Zone,  Uttar Pradesh,NRI Banking,Total Disbursement,4602.456,3835.38,288.75,8.14%,Yes,  Lalita Devi,20-06-2015
BA01150,2014,11,November,Q4,CENTRAL ZONE,haryana,Retail Banking,Operating Expense,4368.39,5122.33,753.94,17.26%,Yes,Kavitha Subramanian,24-11-2014
BA01151,2014,1,January,Q1,south zone,West Bengal,Retail Banking,Cross Sell Revenue,341.47,336.71,-4.76,-1.40%,No,Lalita Devi,24-01-2014
BA01152,2014,4,Apr,Q2,South Zone,maharashtra,Priority Banking,New Customer Acquisition,2024.2,1704.45,-319.75,-15.80%,No,Meena Iyer,24-04-2014
BA01153,2023,2,February,Q1,South Zone,Uttar Pradesh,Retail Banking,Net Interest Income,1860.98,2073.12,212.14,11.40%,Yes,Rajesh Sharma,04-08-2023
BA01154,2010,2,February,Q1,West Zone,uttar pradesh,Retail Banking,Recovery Amount,1034.22,768.19,-266.03,-25.72%,N,Priya Nair,06-Jul-25
BA01155,2013,8,August,Q3,south zone,Uttar Pradesh,Priority Banking,cross sell revenue,3512.6,2962.64,-549.96,-15.66%,No,Priya Nair,01-07-2015
BA01156,2014,12,December,Q4,South Zone,Uttar Pradesh,  NRI Banking,NPA Amount,2421.06,3054.1,633.04,26.15%,Yes,Vijay Kumar,09-Apr-24
BA01157,2010,10,October,Q4,North Zone,punjab,sme banking,Operating Expense,3392.61,3615.45,222.84,6.57%,Yes,Nitin Joshi,22-Jul-24
BA01158,2021,3,3,Q1,West Zone,Andhra Pradesh,NRI BANKING,Fee Income,2884.79,2933.43,48.64,1.69%,Yes,mohan das,10-08-2023
BA01159,2017,4,April,Q2,East Zone,Gujarat,Retail Banking,  Fee Income,342.84,407.02,64.18,18.72%,Yes,Deepa Krishnan,21-06-2024
BA01160,2019,6,June,Q2,West Zone,Gujarat,Retail Banking,Total Deposits,308.94,280.76,-28.18,-9.12%,No,LALITA DEVI,10-02-2025
BA01161,2015,7,July,Q3,West Zone,TAMIL NADU,Priority Banking,Net Interest Income,4825.72,3622.06,-1203.66,-24.94%,No,Anita Bose,24-07-2015
BA01162,2011,1,January,Q1,  East Zone,  Andhra Pradesh,SME BANKING,Fee Income,4220.47,Rs.3522.08,-698.39,-16.55%,No,Deepa Krishnan,25-02-2016
BA01163,2013,3,March,Q1,North Zone,  Andhra Pradesh,Corporate Banking,Recovery Amount,2823.01,2550.26,-272.75,-9.66%,yes,Ramesh Yadav,16-05-2019
BA01164,2011,2,Feb,Q1,West Zone,Andhra Pradesh,SME Banking,Operating Expense,4542.82,5223.03,680.21,14.97,Yes,Deepa Krishnan,24-02-2011
BA01165,2023,11,NOVEMBER,Q4,South Zone,Tamil Nadu,SME Banking,Cross Sell Revenue,1055,1192.48,137.48,13.03%,Yes,AMIT PATEL,28-Dec-24
BA01166,2016,10,October,Q4,North Zone,  Maharashtra,corporate banking,New Customer Acquisition,1888.34,2129.52,241.18,12.77%,Yes,arun mehta,30-05-2018
BA01167,2013,10,October,Q4,EAST ZONE,Andhra Pradesh,Retail Banking,  Fee Income,3761.25,3174.41,-586.84,-15.60%,No,vijay kumar,24-10-2013
BA01168,2017,2,2,Q1,North Zone,Karnataka,priority banking,Total Deposits,Rs.419.05,474.42,55.37,13.21%,Yes,Kavitha Subramanian,11-May-18
BA01169,2025,12,12,Q4,central zone,Andhra Pradesh,retail banking,  Fee Income,4260.23,4851.56,591.33,13.88%,Yes,Amit Patel,14-01-2025
